name,artist,vibes,tempo,loudness,energy,danceability,key,mode,duration
Accept Me,Harvey Averne,boogaloo jazz funk salsa latin jazz soul jazz batucada samba blues-rock funk smooth jazz,81.31,-15.32,0.0,0.0,5,1,168.9
Coma,Aesop Rock,underground rap indie alternative rap rap funk underground jazz instrumental beats dark,86.92,-8.03,0.0,0.0,8,1,236.6
Nothing To Hold Me,Jesus Jones,dance rock alternative dance rave techno british pop madchester british invasion modern rock synthpop indie pop,66.25,-13.42,0.0,0.0,2,1,201.2
"Piano Sonata No. 29 in B flat major Op. 106  ""Hammerklavier"" (2005 Digital Remaster): II.     Scherzo (Assai vivace) - Presto",Solomon,hip pop alternative hip hop downtempo progressive house reggae hip hop electro singer-songwriter classic rock pop,68.74,-21.84,0.0,0.0,5,0,150.6
Looking For A Kiss,Sex Pistols,punk italy british punk rock soundtrack progressive rock pop political guitar england,133.6,-6.62,0.0,0.0,4,1,190.7
Holli Holi Nach Kuriye,Malkit Singh,broken beat bhangra desi italian disco pop rap future jazz downtempo breakbeat dub dancehall,56.89,-10.74,0.0,0.0,5,1,430.9
It Could Never Be You,Bonita,reggaeton pop folk jazz trance jazz vocal electronic pennsylvania jakarta vocal alternative rock,87.78,-10.66,0.0,0.0,5,1,288.6
St Patrick's An Dro,Carlos Nuñez,flamenco gaita future jazz celtic symphonic metal folk trip hop folk metal gothic metal grunge,162.44,-8.29,0.0,0.0,7,0,213.9
Novakane,Black Sheep,reggae hip hop new york east coast rap alternative rap lyrical beat gangster rap rap classic,88.26,-4.93,0.0,0.0,1,1,247.3
No Hay Manera,El Gran Combo De Puerto Rico,boogaloo salsa doo-wop rock 'n roll latin jazz merengue oldies singer-songwriter latin female vocalist,192.42,-7.54,0.0,0.0,7,0,271.6
In My Hood (Explicit Album Version),Fabolous,gangster rap hip hop rap r&b east coast rap new york brooklyn club pop vocal,90.09,-4.64,0.0,0.0,1,1,319.9
God In My Bed,K's Choice,post-grunge pop rock alternative rock british pop soft rock chill-out rock grunge folk rock nu metal,87.68,-14.47,0.0,0.0,1,1,183.1
Alma_ Corazón Y Vida,Dyango,ballad chanson batucada europop ranchera disco pop rock pop vocal latin pop,112.35,-6.79,0.0,0.0,6,0,248.2
Baal's Hymn,David Bowie,dance rock glam rock experimental rock art rock pop rock dance pop new wave hard rock british pop british invasion,141.82,-10.5,0.0,0.0,0,1,243.1
Somewhere In Between,The Jackson Southernaires,southern gospel spiritual gospel black gospel christian soul traditional gospel mississippi contemporary gospel quartet,90.85,-11.69,0.0,0.0,10,1,338.1
Dale Darrell Waltrip Richard Petty Rusty Awesome Bill Irvin Gordon Earnhardt Smith...Johnson_ Jr. (Live),Tim Wilson,filk comedy spoken word country funny stand-up comedy humorous country pop american georgia,169.43,-6.06,0.0,0.0,5,0,123.6
Defend You (Album Version),Silverstein,post-hardcore screamo emo hardcore punk revival rock acoustic emotional pop metal,197.72,-2.14,0.0,0.0,4,0,208.2
Una dolce melodia,Franco_ Valeriana,soukous afrobeat rumba highlife zouk congo boogaloo mambo brazilian pop music neo soul,112.18,-7.46,0.0,0.0,11,1,205.5
Love Me,Jars Of Clay,ccm rock pop christian gospel bluegrass alternative rock acoustic soundtrack funk,128.02,-4.89,0.0,0.0,2,1,191.8
L'Amour Existe Encore,Lara Fabian,ballad chanson europop progressive house batucada tribal house deep house pop rock disco pop,106.01,-7.34,0.0,0.0,6,0,229.7
Leather Prowler,Liars,experimental rock dance-punk noise rock indie rock rock art punk garage rock punk shoegaze funk,143.75,-10.58,0.0,0.0,8,0,265.1
Les Dépenaillés,Klimperei,freestyle electronic italian disco chill-out rock experimental minimal rhythm noise classical new wave,133.96,-6.57,0.0,0.0,0,1,110.1
Put Down Your Weapons,Yami Bolo,roots reggae reggae dancehall lovers rock dub roots rock jungle music hip hop jamaica ska,85.81,-9.07,0.0,0.0,0,1,219.4
The Witching Hour,John Mayall,blues-rock chicago blues harmonica blues electric blues blues piano blues country blues southern rock pop rock country rock,172.91,-5.55,0.0,0.0,5,0,262.8
Heut' Nacht,Spliff,pop rock disco new wave europop neue deutsche welle pop rap rock dub electronic german pop,107.97,-18.58,0.0,0.0,11,0,264.4
Diamond Eyes (Album Version),Deftones,rap metal post-grunge alternative metal grunge heavy metal rock experimental metal modern rock art rock,153.71,-4.37,0.0,0.0,8,1,188.3
Te Necesito,Angelica Maria,los angeles latin pop latin latino new orleans 60s pop girlie pop song writer singer america,81.65,-10.18,0.0,0.0,0,1,160.8
Underarms,Grandmaster Flash,hip hop disco turnablism electro funk hip house old school hip hop pop rap trip hop breakbeat,117.53,-15.49,0.0,0.0,7,0,190.2
Earth Born,Kitaro,chill-out symphonic rock new age ambient electronic neoclassical meditation downtempo easy listening soundtrack,81.62,-30.71,0.0,0.0,4,0,173.5
Come On Back Home,Cece Winans,ccm r&b urban gospel contemporary christian soul contemporary gospel black gospel female vocalist christian,96.0,-8.19,0.0,0.0,0,0,248.3
Shining,Swans Of Avon,dark wave gothic rock electro gothic deathrock electronic experimental rock ebm industrial,109.99,-6.0,0.0,0.0,2,1,228.4
I Wish I Was A Punk Rocker (With Flowers In My Hair),Sandi Thom,british pop chill-out pop rock folk rock singer-songwriter indie pop female vocalist punk indie rock blues,121.98,-4.16,0.0,0.0,11,0,425.2
Life's Railway To Heaven,PATSY CLINE & WILLIE NELSON,country rock rockabilly ballad country blues honky tonk classic country soft rock country nashville sound bluegrass,98.99,-6.94,0.0,0.0,2,1,175.4
Gheera Away,Ragheb Alama,arabesque flamenco samba deep house disco world music hip hop downtempo male vocalist dance,94.71,-5.05,0.0,0.0,9,0,200.6
My Harlem Lullaby (Album Version),Mase,pop rap hip hop east coast rap hip pop gangster rap rap r&b reggae techno alternative rock,133.83,-6.43,0.0,0.0,6,0,234.3
Hello Space Boy,Behemoth,black metal death metal heavy metal extreme metal blackened death metal black brutal classic noise heavy,156.76,-4.16,0.0,0.0,5,1,209.1
Sannyasin,John Mayer,rock pop acoustic ballad blues guitar hip hop rap soundtrack smooth,121.92,-16.74,0.0,0.0,7,0,38.3
E. Warren,DJ Omega,detroit techno electronic ghetto tech los angeles mambo musica dance dj detroit remix,155.01,-10.87,0.0,0.0,10,0,260.8
Little Is Much When God Is In It (South African Homecoming Album Version),Gaither Vocal Band,ccm southern gospel christian music close harmony united states christian male vocalist gospel contemporary gospel christmas music,103.98,-15.93,0.0,0.0,7,1,257.1
Booty Bounce,Mister Ries featuring Six Foe,ghetto tech breakbeat electro techno electronic dj bass detroit,149.99,-13.87,0.0,0.0,0,1,193.8
Dance of the Blue Devils,Les Brown,blues-rock jazz easy listening blues ragtime chanson swing big band rock jazz rock,95.07,-17.09,0.0,0.0,10,0,183.9
Money Blues,Joanna Connor,blues-rock blues texas blues jazz rock female vocalist guitar modern electric blues singer-songwriter chicago,92.47,-5.96,0.0,0.0,5,1,243.7
deine liebe,[kaleidoskop],hip hop rap downtempo techno electronic ambient german rap german hip hop german alternative rock,144.46,-6.08,0.0,0.0,9,1,320.5
100 Club 1996 ''We Love You Beatles'' - Live,Sex Pistols,punk italy british punk rock soundtrack progressive rock pop political guitar england,190.33,-11.23,0.0,0.0,2,0,88.7
Emerald,Bedrock,progressive house progressive trance tech house trance hard trance hard house breakbeat deep house big beat electronic,129.99,-14.44,0.0,0.0,6,1,501.9
Sou Vazo Diskola,Natassa Theodoridou,pop folk modern laika female vocalist greek pop,139.42,-5.99,0.0,0.0,4,0,210.0
Karma,Alicia Keys,neo soul blues soul pop urban new york ballad soundtrack rap jazz,113.48,-6.16,0.0,0.0,7,0,256.0
Yo Quiero Contigo,Baby Rasta & Gringo,reggaeton los angeles california hip hop rasta melancholia dj noise spanish beats,122.7,-8.38,0.0,0.0,4,0,167.4
Heartbreaker,Free,lovers rock reggae,165.9,-11.68,0.0,0.0,2,1,229.6
Baby_ It's Gonna Cost You,Frenchy,rockabilly crunk psychobilly lounge punk jazz vocal klezmer rock alternative pop rock marimba,85.52,-9.24,0.0,0.0,0,1,197.9
To Pouli,Angela Dimitriou,pop folk modern laika greek,111.66,-6.07,0.0,0.0,7,1,78.7
Pete's Crusade,Light Of The World,jazz funk future jazz disco jazz funk pop rap hip house chill-out rare groove downtempo,120.44,-13.55,0.0,0.0,0,1,247.7
Vankina vapauden,Markus,neue deutsche welle progressive trance tech house breakbeat rock techno trance dub electronic pop,97.1,-10.82,0.0,0.0,5,0,189.4
This Is A Stick Up,Ghetto Mafia,gangster rap hip hop dirty south rap southern hip hop hardcore hip hop hardcore rap techno rap trance southern rap,90.05,-9.38,0.0,0.0,9,0,286.4
Goody Goody,Charlie Byrd Trio,samba bossa nova smooth jazz jazz latin instrumental guitar jazz guitar classical guitar bebop,173.83,-19.66,0.0,0.0,5,1,232.9
Watched By An Angel,Bob Carlisle,ccm blues male vocalist jazz adult contemporary pop gospel christian worship music contemporary christian,85.98,-7.48,0.0,0.0,1,1,274.5
Glow,King Swamp,swamp rock pop rock afrobeat downtempo pop rock alternative rock hard rock techno electronic,172.05,-14.66,0.0,0.0,7,1,341.0
Getting Old Sucks (Album Version),Bill Engvall,comedy stand-up comedy humorous spoken word funny comedian male country sexy male vocalist,80.16,-12.45,0.0,0.0,11,1,133.0
I'll Be Around,Frank Ifield,country rock ballad easy listening soft rock chanson pop rock smooth jazz blues-rock italian disco nashville sound,109.4,-9.64,0.0,0.0,0,1,151.7
La Medalla,Los Chunguitos,flamenco rumba latin electronic folk spanish spain pop germany synthpop,103.89,-5.55,0.0,0.0,1,1,215.3
Keep Hope Alive,The Crystal Method,big beat breakbeat electronica techno electronic beat club dance rave vocal house electronic music,188.02,-9.28,0.0,0.0,7,1,341.1
Blow-Up (Outtake),Tomorrow,jungle music freakbeat psychedelic rock psychedelic pop thrash core bebop glam rock jazz fusion garage rock classic rock,156.96,-10.45,0.0,0.0,9,1,113.3
Tercer Mundo,Fito Paez,rock 'n roll piano rock celtic world music pop rock singer-songwriter rock male vocalist argentina spanish,97.86,-7.11,0.0,0.0,7,1,284.3
Viralo Al Reves,Johnny Pacheco,salsa charanga cha cha cha latin jazz boogaloo merengue rumba cumbia deep house acid jazz,107.33,-10.4,0.0,0.0,5,1,334.5
Still a Fool,Groundhogs,blues-rock electric blues hard rock blues heavy metal east coast blues classic rock psychedelic rock british blues rock,126.57,-13.81,0.0,0.0,4,1,1023.9
The Wedding,Brian Dullaghan,irish folk folk rock downtempo rock irish folk electronic classic world reggae,99.86,-14.91,0.0,0.0,8,1,147.8
Carre Cutia,Hélio Ziskind,banda latin gaita world reggae,118.03,-12.8,0.0,0.0,9,0,148.5
Advice,Ann Nesby / Jamecia Bennett,disco house southern soul disco urban soul adult contemporary gospel r&b singer-songwriter female vocalist,110.06,-2.87,0.0,0.0,6,1,340.8
Let The Drummer Have Some,fIREHOSE,alternative rock funk rock skate punk rock california grunge college rock post-hardcore folk rock alternative pop rock,76.35,-21.44,0.0,0.0,5,1,61.8
Yo Soy Abacua,Bobby Valentin,boogaloo salsa latin jazz mambo jazz funk merengue rumba bolero jazz garage rock,126.2,-9.05,0.0,0.0,0,1,177.5
The Darkness (Komor Kommando Mix),Zombie Girl,electro dark wave rhythm noise industrial rock futurepop dance pop electro-industrial electroclash symphonic metal tech house,120.1,-7.48,0.0,0.0,11,0,256.7
Rülpsen Sie Eine Hauptstadt,Tresenlesen,comedy stand-up comedy german cabaret party music world reggae germany comedian,111.76,-9.31,0.0,0.0,9,0,513.6
Chira,Nikos Kalaintzis,greek,100.44,-14.74,0.0,0.0,0,1,314.0
Wouldn't Last a Weeg,The Weegs,no wave rock punk deathrock noise minimal gothic,87.73,-6.75,0.0,0.0,11,0,171.6
Human Being (1972 demo),New York Dolls,glam rock hard rock protopunk rock 'n roll blues-rock glam metal garage rock rock rockabilly stoner rock,131.35,-12.51,0.0,0.0,11,1,354.0
Tune In,Cutting Edge,grunge progressive metal new wave progressive rock hip hop rap alternative rock rock 80s punk,83.07,-12.84,0.0,0.0,4,1,358.7
Untitled,Brainchoke,grindcore death metal rock grind metal british grind death metal alternative rock,99.65,-13.48,0.0,0.0,0,0,53.8
Doodlin',Kai Winding,hard bop bebop latin jazz jazz funk blues mainstream jazz instrumental trombone soul,112.22,-15.24,0.0,0.0,5,1,212.9
All Hands On Deck part 2: Open Water [Album Version],Funeral For A Friend,post-hardcore screamo emo rock hardcore alternative punk emocore emo rock grunge,90.1,-3.13,0.0,0.0,1,1,228.6
The Magic Violin,Hot Club Of Cowtown,western swing honky tonk jump blues boogie-woogie jazz singer-songwriter blues alternative country chill-out swing,148.08,-9.68,0.0,0.0,11,0,163.1
I Will Call Upon the Lord,Bill Murk,hard house hardstyle hip hop techno intelligent dance music jazz electronic italy minimal experimental,149.97,-8.24,0.0,0.0,2,1,109.3
Open Arms,Gary Go,british pop singer-songwriter pop rock indie pop funk male vocalist alternative rock pop jazz british,159.16,-4.18,0.0,0.0,0,1,217.9
Stars (GROWTH Ultraviolence Mix),Ultraviolence,gabba happy hardcore hardcore techno hard trance techno digital hardcore symphonic rock hardstyle electronic hardcore,174.49,-3.26,0.0,0.0,1,1,271.1
Hermitage,Pat Metheny,free jazz jazz fusion post-bop modern jazz world music guitar jazz blues soundtrack acoustic,103.56,-26.86,0.0,0.0,9,0,338.0
Stampede,He Is Legend,southern rock post-hardcore screamo christian metal melodic hardcore christian rock stoner rock alternative metal christian hardcore melodic metalcore,97.97,-6.81,0.0,0.0,7,1,207.1
If I Couldn't Hold Back The Dawn,Carl Smith,honky tonk classic country rockabilly country music country traditional country gospel western swing beat nashville sound,134.54,-22.36,0.0,0.0,10,1,156.6
Tear It Up (LP Version),Michael McDonald,ballad soft rock pop rock disco blue-eyed soul smooth jazz parody rock motown doo-wop,170.19,-8.36,0.0,0.0,2,1,267.8
Come On (Sessions@AOL Version),Ben Jelen,chill-out piano rock pop rock singer-songwriter soundtrack male vocalist alternative rock indie rock rock alternative,136.22,-12.3,0.0,0.0,8,1,219.6
Voyage to eternal Life,Astarte,black metal sympho black metal melodic black metal blackened death metal extreme metal rock symphonic metal gothic metal death metal melodic death metal,128.52,-5.41,0.0,0.0,0,1,568.8
Radioland,The Cate Brothers,roots rock blue-eyed soul blues-rock blues funk country rock rock rockabilly california arkansas,113.56,-9.96,0.0,0.0,0,1,273.9
Forget Me Knots (Bailey Remix),Roni Size,jungle music uk garage trip hop breakbeat chill-out turnablism future jazz hip hop drum and bass techno,87.35,-5.46,0.0,0.0,6,1,397.1
Again (Instrumental),Janet Jackson,dance pop hip hop rock urban pop adult contemporary ballad soundtrack disco funk,130.23,-17.94,0.0,0.0,0,1,232.2
The Benevolent Path,Vulture Industries,avantgarde metal extreme metal industrial metal progressive metal black metal heavy metal death metal avant-garde norwegian scandinavia,100.08,-3.74,0.0,0.0,7,0,379.3
6th Chakra: Keynote A - Chakra Suite (Solo Electric Piano Plus Synths),Steven Halpern,meditation future jazz electronic ambient free jazz downtempo spiritual jazz world fusion contemporary instrumental,205.2,-20.88,0.0,0.0,9,1,223.7
Upon This Rock (Fire And Ice Version),STEVE CAMP,ccm christian rock religious music piano rock rock pop vocal acoustic classic rock male vocalist,136.27,-11.51,0.0,0.0,2,0,220.9
So Far So Bad So What?,Melt Banana,noise rock hard rock j pop no wave noise pop visual kei experimental rock math rock noise screamo,137.65,-3.96,0.0,0.0,9,0,27.9
When I Think About Love,Guy Forsyth,blues-rock texas blues easy listening folk rock pop rock blues singer-songwriter alternative country folk country,95.23,-10.95,0.0,0.0,8,1,261.9
Je Suis Une Cigarette,M,hard trance happy hardcore trance techno progressive trance europop electronic big beat british pop hard house,93.39,-16.11,0.0,0.0,6,1,216.0
Nieve,Los Chichos,flamenco rumba speedcore goregrind hardstyle brutal death metal grindcore emo funk spanish,85.06,-9.59,0.0,0.0,4,0,200.0
Dos Mujeres,Alfredo Gutiérrez,louisiana blues merengue jump blues east coast blues salsa vallenato bolero blues jazz rock,94.94,-9.49,0.0,0.0,2,1,171.8
Up on the House Top,The Jordanaires & Orion,country gospel classic country rockabilly oldies christmas music pop country pop holiday country rock,203.79,-15.0,0.0,0.0,4,1,86.1
Fifi,Angels,hard rock doo-wop brill building pop oldies garage rock new wave protopunk album rock pop 80s,70.12,-6.39,0.0,0.0,6,1,235.2
Speechless,Mish Mash,vocal house hard house funky house progressive house club tech house techno dance trance electro,124.04,-7.96,0.0,0.0,0,1,211.9
Hydraulic Pimp,Non Stop DJs,electro ghetto tech freestyle bass music italian disco detroit techno miami bass techno electronic hip hop,123.97,-7.38,0.0,0.0,1,1,222.2
